Role,Industry,Skills,Specialisation,Job Function
"Intern, Fresher",IT-Software,"hiring , core java , spring","Application Programming,Internet/E-commerce,java",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"python , django","Application Programming,Internet/E-commerce,python",IT Software : Software Products & Services
Recruitment Consultant,Recruitment/Placement Agencies,"Hr , Recruitment Resourcing , Resume Screening , freshers",Recruitment,HR/PM/IR/Training
Administration Clerk,Consulting Services,Part time / Full time Job Work from Home,Administration,Administration
"Cashier, Reservation/ Ticketing Officer",Hotel/Travel/Tourism/Airlines/Hospitality,Token Operator,Ticketing,Ticketing/Reservation/Travel Agent/Airlines
"Design Engineer - Mechanical, Draftsman/ Draughtsman - Mechanical",Automobiles/Auto Component/Auto Ancillary,"Mechanical Engineer , Production Engineer , Quality , Production , Maintaience","Automotive,Maintenance,Mechanical",Engg. project Mgmt./site Engg./Civil Engg.
"Air Hostess/ Flight Steward/ Cabin Crew, Airline Reservation Agent",Hotel/Travel/Tourism/Airlines/Hospitality,"Ground Staff , Cabin Crew , air hostess , flight attendant , Airline Ticketing","Air Hostess,Cabin Crew,Flight Steward,Ground Staff",Ticketing/Reservation/Travel Agent/Airlines
"Configuration/ Release Manager, Database Administrator (DBA), Web Designer, Management Trainee/ Trainee",IT-Software,"Software Engineer , software test engineer , Software Developer , php developer","Software Engineer,Systems Programming",IT Software : Software Products & Services
"Database Administrator (DBA), Database Architect/ Designer",IT-Software,Data Analyst,"Business/Systems Analysis,Data Warehousing",IT Software : Software Products & Services
"Regional Merchandiser, Store Incharge, Negotiator",Apparel/Garments,"Merchandising , Buying , Vendor Management , Fashion Designer","Apparel Designing,Buying & Purchasing Agent,Floral Designer,Visual Merchandiser",Fashion Designing
"Design Engineer - Civil/ Structural, Draftsman/ Draughtsman - Civil/ Structural, Quality Engineer - Civil/ Structural",Construction/Cement/Metal/Steel/Iron,"Civil Engineer , civil site engineer , Civil Construction , Site Engineer","Automotive,Aviation,Bridge,Building/Residential",Engg. project Mgmt./site Engg./Civil Engg.
"Design Engineer - Mechanical, Draftsman/ Draughtsman - Mechanical, Quality Engineer - Mechanical",Automobiles/Auto Component/Auto Ancillary,"Mechanical Engineer , qa engineer , test engineer","Maintenance,Mechanical,Production",Engg. project Mgmt./site Engg./Civil Engg.
Customer Care Executive/ Associate - Voice,CRM/CallCentres/BPO/ITES/Med.Trans,Voice Based,Any Process - Both BPO Type,Operations/Customer Service/Telecalling/Backend
Medical Representative,Biotechnology/Pharmaceutical/Medicine,"Pharmacy , Sales",Healthcare Sales,Sales/Business Development
"Teacher - Nursery/ Play School, Teacher - PRT (Provisionally Registered Teacher), Teacher - TGT (Trained Graduate Teacher), Teacher - PGT (Post Graduate Teacher)",Educational/Training,"Teacher , primary teacher , Classroom Teacher , Assistant Teacher , School Teacher",Teacher,Teaching/Education
"Customer Care Executive/ Associate - Non Voice/ Web, Data Entry/ DTP/ Data Conversion - Operator, Management Trainee/ Trainee, Fresher","IT-Software,  Internet/Dot com/ISP","be , Btech , ba , bsc , bcom , engineer , software engineer , network engineer , bhm , marketing , sales , nurse , receptionist , freshers , housewives , students , mSC , phd , graduate","Any Process - Both BPO Type,Application Programming,Internet/E-commerce,Software Engineer","Operations/Customer Service/Telecalling/Backend,IT Software : Software Products & Services"
Other Education & Academic Research,Educational/Training,"MASTER OF COMPUTER APPLICATION , BACHELOR OF COMPUTER APPLICATION , MCA  FACULTY , ASSISTANT PROFESSOR BCA , LECTURER BCA","Lecturer/Professor,Application Programming,LECTURER COMPUTER SCIENCE / IT","Teaching/Education,IT Software : Software Products & Services"
"Marketing Executive, Marketing Manager, Online/ Internet Marketing - Executive/ Manager, SEO/ Online Advertising - Executive/ Manager",Advertising/PR/Event Management,"Google Analytics , Internet Marketing , Brand Marketing , Market Research , Lead Generation , Digital Marketing , Online Marketing , online marketing executive","Market Research,Marketing Strategy",Marketing/MR/Media Planning
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice",CRM/CallCentres/BPO/ITES/Med.Trans,"Customer service , Technical support , Technical Troubleshooting , BPO , International Voice , Laptop Support , Desktop Support","Any Process - Both BPO Type,Any Process - Domestic BPO Type,Any Process - International BPO Type,Non-Voice Process - International BPO Type",Operations/Customer Service/Telecalling/Backend
"Web Designer, Other Top Management, IT Software - Animation/ Graphics/ Web Designing/ Usability, Web Designer, Web Site Manager/ Web Master","Engineering/Projects,  IT-Software","Php , Database , Recruitment , developer","Graphic Designing/Animation/Web Designing,Technical Writing,so",IT Software : Software Products & Services
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Financial Analyst, Finance Controller","Accounting-Tax/Consulting,  Banking","Executive , computer operator","Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
Customer Care Executive/ Associate - Voice,CRM/CallCentres/BPO/ITES/Med.Trans,"hindi , english",Voice Process - Domestic BPO Type,Operations/Customer Service/Telecalling/Backend
"Sales Executive/ Officer, Sales Engineer, Hardware Design Engineer, Hardware Installation/ Maintenance Engineer","Automobiles/Auto Component/Auto Ancillary,  IT-Hardware/Networking","BIM Coordinator ,  Bim Manager , Bim Modeler","Engineering/Manufacturing,HVAC Design,H/W Installation/Maintenance,HVAC Design","IT Hardware : Hardware Products & Services,Sales/Business Development"
System Administrator,IT-Software,"Ticketing tools , Network Administration , IP Configuration , Printer support , MS Office , IT support , Trouble shooting , Network troubleshooting",Desktop Support,IT Software : Software Products & Services
Database Administrator (DBA),"Others - IT, UHrs",Data labelling,Business/Systems Analysis,IT Software : Software Products & Services
"Accountant/ Accounts Executive, Accounts Assistant/ Book Keeper","Accounting-Tax/Consulting,  CRM/CallCentres/BPO/ITES/Med.Trans","Accounts Handling , Invoice Processing , P2p , Accounts Payable , Bookkeeping , Invoicing , Accounts , Accounting","Bookkeeping,Account Services","Accounting/Tax/Company Secretary/Audit,Operations/Customer Service/Telecalling/Backend"
"Sales Executive/ Officer, Direct Sales - Executive/ Officer, Fresher","Banking,  Financial Services/Stockbroking","Loan Sales , Home loan Sales , Channel Development , Sales , Relationship , DST , Field Sales , Reports and Dashboards , DSA Management , Channel Sales , Housing Loan","Channel Sales,Direct/Commission Sales,Real Estate Sales",Sales/Business Development
"Air Hostess/ Flight Steward/ Cabin Crew, Air Freight Agent, Air Traffic Controller, Airline Security Representative","Hotel/Travel/Tourism/Airlines/Hospitality,  Logistics/Freight Forward/Distribution/Courier","Application Development , Database , Ground Staff ,  Air ticketing , Air Hostess  , Executive , customer support engineer , network engineer , engineer","Air Hostess,Cabin Crew,Ground Staff,Ticketing",Ticketing/Reservation/Travel Agent/Airlines
Administration Clerk,Consulting Services,Earn Income for your Pocket Money with Online work as Part Time,Administration,Administration
Administration Clerk,Consulting Services,Urgent back office executive are required for job,Administration,Administration
Administration Clerk,Consulting Services,Huge Opening for all Job Seekers in internet based,Administration,Administration
"HR Executive/ Officer, Recruitment - Executive/ Officer, Recruitment Consultant",CRM/CallCentres/BPO/ITES/Med.Trans,"Recruitment , Talent Acquistion , Recruiter , hr recruiter , Recruitments Sourcing , End To End Recruitment , Human Resources , hr executive , Human Resources Recruiting",Recruitment,HR/PM/IR/Training
"Customer Care Executive/ Associate - Non Voice/ Web, Other Customer Service, Operations/ Process - Associate, Other Back End/ Data/ Transaction Processing","Accounting-Tax/Consulting,  CRM/CallCentres/BPO/ITES/Med.Trans","Back Office Operations , computer operator , data entry , Operations Customer Service , Backend , Non Voice , Customer Service , Typing , Microsoft Excel , Email , Bpo , Back Office","Back-end/Transactions Processing,Non Voice Process - Both BPO Type,Data entry","Operations/Customer Service/Telecalling/Backend,Front Office Staff/Secretarial/Computer Operator"
"System Engineer, Fresher, Design Engineer - HVAC, MEP, Design Engineer - Mechanical","Consulting Services,  Manufacturing/Industrial",Hvac Engineer,"Hardware Design,CAD/CAE,HVAC,Mechanical","Engg. project Mgmt./site Engg./Civil Engg.,IT Hardware : Hardware Products & Services"
Customer Care Executive/ Associate - Voice,Healthcare,"FRESHER , MALE , FEMALE , CALLER , inbound , OUTBOUND , TAMIL , KANNADA",Hospital Customer Service,Operations/Customer Service/Telecalling/Backend
Sales/ Business Development Manager,"Banking,  Financial Services/Stockbroking","Sales , Banking , Field sales , Casa , Current Account , Saving Account , Liability , cross sell , field work",Sales and Business Development,Sales/Business Development
Anesthetist,Healthcare,"Anaesthesia , MD Anaesthesia , DNB Anaesthesia , Intensivist , Intensivist Anaesthetist",Anaesthetist,Doctors/Nurses/Medical Professional
Online/ Internet Marketing - Executive/ Manager,"Consulting Services,  Research/Surveyor/MR","Digital Marketing , Search Engine Marketing , Social Media Marketing , Search Engine Optimization , Online Internet Marketing","Marketing Strategy,Digital Marketing",Marketing/MR/Media Planning
Other Packaging,Printing/Packaging,"Good Packing , Work From Home , Packaging Material",Packaging,Production/Manufacturing/Maintenance/Packaging
Other Logistics/ Supply Chain Management/ Procurement,Manufacturing/Industrial,"Packing , work From Home , Packaging Material , Packing Product",Logistics,Materials/Logistics/Supply Chain Mgmt/Procurement
"Other Packaging, Other Top Management, Packaging",Printing/Packaging,"Packing , Packing Materials , Raw Materials , Logistics , Work From Home Packing",Packaging,Production/Manufacturing/Maintenance/Packaging
"Relationship Executive/ Manager, Relationship Manager",Banking,"Good Communication Skills , Good Coordinator , Leadership","Banking -General,Relationship Mgmt",Banks/Insurance/Financial Services
"Relationship Executive/ Manager, Relationship Manager",Banking,"good communication skills , Team Management , Good Communication , Leadership Quality","Banking -General,Relationship Mgmt",Banks/Insurance/Financial Services
Regional Manager/ Head,Banking,"Leadership Quality , Good Communication Skill , Positive Attitude","Banking -General,Relationship Mgmt",Banks/Insurance/Financial Services
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"good english , Good Communication , Time Management",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"packing , Dispatch , Cash",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"packing , Dispatch , Inventory Control , Supply Chain Management",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"Packing Materials , Raw Materials , Vendor Development , Procurement",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"Packing Materials , Raw Materials , Finished Goods , Good Administrator , Good Coordinator , Good Communication",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"Packing Materials , Raw Materials , Finished Goods , Good Administrator",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"packing , Packing Materials , Raw Materials , Vendor Development , Purchase",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Other Doctor/ Physician,Healthcare,Fresher,Medical Rep.,Doctors/Nurses/Medical Professional
"Court/ Law Clerk, Legal Trainee/ Apprentice, Law/ Legal Officer, Other Legal/ Law",Law/Legal Firms,"advocate , lawyer , Legal","Advisor/External Consulting,Criminal,Financial Services",Legal/Law
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"packing , Packing Materials , Raw Materials , Inventory Control , Vendor Management",Customs,Materials/Logistics/Supply Chain Mgmt/Procurement
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"PACKING , Packing Materials , HSC , SSC",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Accountant/ Accounts Executive,Manufacturing/Industrial,"accountant , accounting , account assistant , gst , tally , tax",Bookkeeping,Accounting/Tax/Company Secretary/Audit
Sales Executive/ Officer,Real Estate,"communication , sales , property advisor",Telesales,Sales/Business Development
Medical Imaging,Biotechnology/Pharmaceutical/Medicine,"Medical Sales , Pharma Sales , BDE , Sales Manager , Sales Executive , BDM , Medical Equipment , Sales & Marketing , Sales","Lab/Medical Technician,Medical Rep.,Clinical Research","Bio Tech/R&D/Scientist,Doctors/Nurses/Medical Professional"
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Financial Analyst, Finance Controller","Accounting-Tax/Consulting,  Advertising/PR/Event Management","Cash , Bank Reconciliation","Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
